id,nome,metacritic,rating,generos,tags,imagem_url
39,Prey,80,4.28,"Action, Shooter, RPG","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich, Open World, First-Person, Sci-fi, Horror, FPS, Exploration, Violent, Stealth, Space, Survival Horror, Futuristic, Aliens, Heist, Immersive Sim",https://media.rawg.io/media/games/e6d/e6de699bd788497f4b52e2f41f9698f2.jpg
4828,Borderlands,81,3.82,"Action, Shooter, RPG","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, RPG, Co-op, Open World, cooperative, First-Person, Sci-fi, Partial Controller Support, FPS, Online Co-Op, Funny, Gore, Comedy, Local Co-Op, Action RPG, Post-apocalyptic, Dark Humor, Loot",https://media.rawg.io/media/games/c6b/c6bfece1daf8d06bc0a60632ac78e5bf.jpg
12447,The Elder Scrolls V: Skyrim Special Edition,74,4.45,"Action, RPG","Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, Great Soundtrack, RPG, Story Rich, Open World, First-Person, Third Person, Partial Controller Support, Fantasy, Classic, Female Protagonist, Stealth, Moddable, Character Customization, Magic, Walking Simulator, Remake, Dragons",https://media.rawg.io/media/games/62c/62c7c8b28a27b83680b22fb9d33fc619.jpg
864,Dishonored 2,86,4.26,"Action, RPG","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, First-Person, Gore, Exploration, Female Protagonist, Stealth, Magic, Parkour, Dystopian, Steampunk, Assassin, Illuminati, Heist, Supernatural, Immersive Sim",https://media.rawg.io/media/games/f6b/f6bed028b02369d4cab548f4f9337e81.jpg
4248,Dishonored,91,4.38,"Action, Adventure, RPG","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, RPG, Story Rich, Open World, First-Person, Sci-fi, FPS, Fantasy, Stealth, Dark, Replay Value, Magic, Multiple Endings, Dystopian, Steampunk, Assassin",https://media.rawg.io/media/games/4e6/4e6e8e7f50c237d76f38f3c885dae3d2.jpg
9882,Don't Starve Together,83,3.77,"Action, Simulation, Indie","Singleplayer, Multiplayer, Full controller support, Atmospheric, steam-trading-cards, Co-op, Open World, cooperative, 2D, Horror, Online Co-Op, Funny, Difficult, Sandbox, Survival, Local Co-Op, Steam Workshop, Cross-Platform Multiplayer, Survival Horror, Crafting, Roguelike",https://media.rawg.io/media/games/dd5/dd50d4266915d56dd5b63ae1bf72606a.jpg
12536,Hellblade: Senua's Sacrifice,83,4.22,"Action, Adventure, Indie","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, Third Person, Horror, Fantasy, Female Protagonist, Violent, Action-Adventure, Dark, Hack and Slash, Dark Fantasy, Realistic, Walking Simulator, Blood, Psychological, Mythology",https://media.rawg.io/media/games/63f/63f0e68688cad279ed38cde931dbfcdb.jpg
430,Grand Theft Auto: Vice City,94,4.44,Action,"Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, Open World, Third Person, Partial Controller Support, Funny, Classic, Sandbox, Violent, Third-Person Shooter, Moddable, Mature, Crime, Driving, 1980s, first person mod",https://media.rawg.io/media/games/13a/13a528ac9cf48bbb6be5d35fe029336d.jpg
10243,Company of Heroes 2,80,3.1,Strategy,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Co-op, cooperative, Online Co-Op, Tactical, stats, Steam Workshop, War, Historical, RTS, Military, Base Building, World War II, Real-Time with Pause, Real-Time, Tanks",https://media.rawg.io/media/games/0bd/0bd5646a3d8ee0ac3314bced91ea306d.jpg
17540,Injustice: Gods Among Us Ultimate Edition,80,3.53,"Action, Arcade, Fighting","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, 2D, Gore, Steam Leaderboards, Controller, Local Multiplayer, Competitive, Beat 'em up, 3D Vision, 2.5D, Comic Book, Superhero, 2D Fighter, Batman",https://media.rawg.io/media/games/234/23410661770ae13eac11066980834367.jpg
3841,Assassin’s Creed IV: Black Flag,85,4.16,Action,"Singleplayer, Multiplayer, Atmospheric, RPG, Story Rich, Open World, Third Person, Exploration, Sandbox, Stealth, Action-Adventure, Action RPG, Mature, Historical, Parkour, Assassin, Pirates, Naval",https://media.rawg.io/media/games/849/849414b978db37d4563ff9e4b0d3a787.jpg
5583,Hitman: Absolution,79,3.76,"Action, Shooter","Singleplayer, Multiplayer, Atmospheric, Story Rich, Third Person, Partial Controller Support, Difficult, Stealth, Controller, Tactical, Third-Person Shooter, Replay Value, Cinematic, Crime, Linear, Assassin, Score Attack",https://media.rawg.io/media/games/d46/d46373f39458670305704ef089387520.jpg
13633,Sid Meier's Civilization V,90,4.29,Strategy,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Great Soundtrack, Co-op, cooperative, Classic, Tactical, Moddable, Turn-Based, Replay Value, Historical, Turn-Based Strategy, Economy, Grand Strategy, Touch-Friendly, Education, 4X, Hex Grid, Diplomacy",https://media.rawg.io/media/games/55e/55ee6432ac2bf224610fa17e4c652107.jpg
58812,Control,84,4.14,"Action, Shooter, Adventure","Singleplayer, Full controller support, Atmospheric, Third Person, Sci-fi, Exploration, Female Protagonist, Action-Adventure, Cinematic, Metroidvania, 3rd-Person Perspective, Detective, Supernatural, Abstract, realism, paranormal",https://media.rawg.io/media/games/253/2534a46f3da7fa7c315f1387515ca393.jpg
4514,L.A. Noire,83,4.16,"Action, Adventure","Singleplayer, Atmospheric, RPG, Story Rich, Open World, Third Person, Partial Controller Support, Third-Person Shooter, Nudity, Mystery, Mature, Cinematic, Crime, Detective, 3D Vision, Noir, Investigation",https://media.rawg.io/media/games/e2d/e2d3f396b16dded0f841c17c9799a882.jpg
3144,Super Meat Boy,87,3.98,"Indie, Platformer","Singleplayer, Steam Achievements, Full controller support, steam-trading-cards, Great Soundtrack, 2D, Funny, Gore, Difficult, Steam Leaderboards, Comedy, Pixel Graphics, Controller, Retro, Replay Value, Side Scroller, Fast-Paced, Level Editor, Time Attack, Precision Platformer",https://media.rawg.io/media/games/e04/e04963f3ac4c4fa83a1dc0b9231e50db.jpg
257201,Star Wars Jedi: Fallen Order,80,4.13,"Action, Adventure","Singleplayer, Full controller support, Atmospheric, Story Rich, Third Person, Sci-fi, Exploration, Difficult, Space, Hack and Slash, Metroidvania, 3rd-Person Perspective, Heist, Souls-like, Star Wars, ea play, cinema, lightsaber, Singe-player",https://media.rawg.io/media/games/559/559bc0768f656ad0c63c54b80a82d680.jpg
362,For Honor,76,3.3,"Action, Massively Multiplayer","Singleplayer, Multiplayer, Atmospheric, steam-trading-cards, RPG, Co-op, Story Rich, cooperative, Third Person, Partial Controller Support, Online Co-Op, Fantasy, Gore, Online multiplayer, PvP, Hack and Slash, War, Realistic, Medieval, MOBA, Swordplay",https://media.rawg.io/media/games/4e0/4e0e7b6d6906a131307c94266e5c9a1c.jpg
2462,Uncharted 4: A Thief’s End,93,4.48,"Action, Shooter","Atmospheric, Action-Adventure, 3rd-Person Perspective",https://media.rawg.io/media/games/709/709bf81f874ce5d25d625b37b014cb63.jpg
4570,Dead Space (2008),86,4.39,"Action, Shooter","Singleplayer, Full controller support, Atmospheric, RPG, Story Rich, Third Person, Sci-fi, Horror, Gore, Survival, Third-Person Shooter, Dark, Space, Zombies, Survival Horror, controller support, Futuristic, Aliens, Silent Protagonist",https://media.rawg.io/media/games/ebd/ebdbb7eb52bd58b0e7fa4538d9757b60.jpg
11934,Counter-Strike: Source,88,3.75,Shooter,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, First-Person, FPS, Difficult, Sandbox, Survival, Tactical, stats, PvP, Cross-Platform Multiplayer, Moddable, War, Team-Based, Military, Competitive, Valve Anti-Cheat enabled, Includes Source SDK, e-sports",https://media.rawg.io/media/games/48e/48e63bbddeddbe9ba81942772b156664.jpg
4806,Mass Effect 2,94,4.45,"Action, RPG","Singleplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, Third Person, Sci-fi, Classic, Female Protagonist, Action RPG, Third-Person Shooter, Space, Character Customization, Choices Matter, Cinematic, Real-Time with Pause, Romance",https://media.rawg.io/media/games/3cf/3cff89996570cf29a10eb9cd967dcf73.jpg
50738,Death Stranding,84,4.31,"Action, Adventure","Singleplayer, Atmospheric, Great Soundtrack, Story Rich, Open World, Third Person, Sci-fi, Partial Controller Support, Horror, Exploration, Survival, Stealth, Action-Adventure, Nudity, Post-apocalyptic, Cinematic, Aliens, Memes, Walking Simulator, 3rd-Person Perspective, Drama, Heist, Masterpiece",https://media.rawg.io/media/games/2ad/2ad87a4a69b1104f02435c14c5196095.jpg
3017,Just Cause 3,74,3.4,"Action, Shooter","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Co-op, Open World, cooperative, Third Person, Funny, Exploration, Sandbox, Comedy, Third-Person Shooter, Moddable, Physics, Parkour, Destruction",https://media.rawg.io/media/games/5bb/5bb55ccb8205aadbb6a144cf6d8963f1.jpg
3604,Metro: Last Light Redux,76,4.13,"Action, Shooter","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, Open World, First-Person, Sci-fi, Horror, FPS, Difficult, Survival, Stealth, Nudity, Survival Horror, Post-apocalyptic, overlay, Remake, Based On A Novel",https://media.rawg.io/media/games/7a4/7a45e4cdc5b07f316d49cf147b083b27.jpg
3603,Metro 2033 Redux,88,4.1,"Action, Shooter","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, Open World, First-Person, Horror, FPS, Gore, Classic, Survival, Stealth, Dark, Survival Horror, Post-apocalyptic, Mature, overlay, Remake, online, city, Based On A Novel, fire, light",https://media.rawg.io/media/games/4fb/4fb548e4816c84d1d70f1a228fb167cc.jpg
19301,Counter-Strike,88,4.06,"Action, Shooter","Multiplayer, First-Person, FPS, Classic, Survival, Tactical, PvP, Team-Based, Military, Competitive, Valve Anti-Cheat enabled, 1990's, Assassin, 1980s, Ninja, Score Attack, e-sports",https://media.rawg.io/media/games/9c4/9c47f320eb73c9a02d462e12f6206b26.jpg
3543,Borderlands: The Pre-Sequel,75,3.56,"Action, Shooter, RPG","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, RPG, Co-op, Open World, cooperative, First-Person, Sci-fi, FPS, Online Co-Op, Funny, Female Protagonist, Comedy, Action RPG, Space, Memes, Loot",https://media.rawg.io/media/games/530/5302dd22a190e664531236ca724e8726.jpg
13535,Left 4 Dead,89,4.11,"Action, Shooter","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, Co-op, cooperative, First-Person, Horror, FPS, Online Co-Op, Steam Leaderboards, Female Protagonist, Survival, Tactical, stats, Zombies, Moddable, Post-apocalyptic, Captions available, Replay Value, Team-Based, Competitive, Valve Anti-Cheat enabled, Commentary available, Includes Source SDK",https://media.rawg.io/media/games/476/476178ef18ab0534771d099f51cdc694.jpg
11142,BioShock 2 Remastered,0,4.0,"Action, RPG","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, RPG, Story Rich, First-Person, Sci-fi, Horror, FPS, Dystopian, Steampunk",https://media.rawg.io/media/games/7c4/7c448374df84b607f67ce9182a3a3ca7.jpg
274755,Hades,93,4.42,"Action, Adventure, RPG, Indie","Singleplayer, Full controller support, Atmospheric, Great Soundtrack, RPG, Story Rich, 2D, Fantasy, Action-Adventure, Action RPG, Early Access, Hack and Slash, Replay Value, Roguelike, Isometric, Roguelite, Dungeon Crawler, Hand-drawn, Perma Death, dungeons",https://media.rawg.io/media/games/1f4/1f47a270b8f241e4676b14d39ec620f7.jpg
3747,Metal Gear Solid V: Ground Zeroes,80,3.91,"Action, Shooter","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, Open World, Third Person, Steam Leaderboards, Classic, Sandbox, Comedy, Stealth, Tactical, Third-Person Shooter, Dark, Replay Value, Short, Cinematic, Cold War",https://media.rawg.io/media/games/7ac/7aca7ccf0e70cd0974cb899ab9e5158e.jpg
10141,NieR:Automata,86,4.37,"Action, RPG","Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich, Open World, Sci-fi, Partial Controller Support, Female Protagonist, Violent, Anime, Nudity, Hack and Slash, Post-apocalyptic, JRPG, Robots, Bullet Hell, Character Action Game, Spectacle fighter",https://media.rawg.io/media/games/5a4/5a44112251d70a25291cc33757220fce.jpg
22509,Minecraft,83,4.44,"Action, Simulation, Arcade, Massively Multiplayer, Indie","Multiplayer, Sandbox, 3D, Crafting, Building, vr mod, open-world, cube, modding, procedural-generation",https://media.rawg.io/media/games/b4e/b4e4c73d5aa4ec66bbf75375c4847a2b.jpg
108,Mortal Kombat X,76,3.86,"Action, Fighting","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Third Person, Horror, Online Co-Op, Fantasy, Gore, Steam Leaderboards, Female Protagonist, Violent, Local Multiplayer, Mature, Competitive, Blood, 2.5D, 2D Fighter",https://media.rawg.io/media/games/aa3/aa36ba4b486a03ddfaef274fb4f5afd4.jpg
4166,Mass Effect,89,4.39,"Action, RPG","Singleplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, Open World, Third Person, Sci-fi, Female Protagonist, Action RPG, Third-Person Shooter, Space, Character Customization, Choices Matter, Dark Fantasy, Real-Time with Pause, Romance",https://media.rawg.io/media/games/a6c/a6ccd34125c594abf1a9c9821b9a715d.jpg
3636,The Last Of Us Remastered,95,4.69,"Action, Adventure","Multiplayer, Atmospheric, Survival, Stealth, Action-Adventure, Action RPG, Zombies, exclusive, 3rd-Person Perspective",https://media.rawg.io/media/games/364/3642d850efb217c58feab80b8affaa89.jpg
4513,Just Cause 2,84,3.62,"Action, Shooter","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, Co-op, Open World, cooperative, Third Person, FPS, Funny, Exploration, Sandbox, Comedy, Third-Person Shooter, Moddable, Physics, 3D Vision, Destruction",https://media.rawg.io/media/games/a3c/a3c529a12c896c0ef02db5b4741de2ba.jpg
326292,Fall Guys: Ultimate Knockout,80,3.73,"Action, Sports, Casual, Massively Multiplayer, Indie","Steam Achievements, Full controller support, Online multiplayer, Cross-Platform Multiplayer",https://media.rawg.io/media/games/5eb/5eb49eb2fa0738fdb5bacea557b1bc57.jpg
11147,ARK: Survival Of The Fittest,0,2.6,"Action, RPG, Strategy, Massively Multiplayer, Indie","Singleplayer, Multiplayer, RPG, Co-op, Open World, First-Person, Partial Controller Support, FPS, Exploration, Steam Leaderboards, Sandbox, Survival, Free to Play, Early Access, stats, Steam Workshop, PvP, Includes level editor, Crafting, Dragons, Dinosaurs",https://media.rawg.io/media/games/095/0953bf01cd4e4dd204aba85489ac9868.jpg
46889,Monster Hunter: World,89,4.0,"Action, Adventure, RPG","Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, RPG, Co-op, Open World, cooperative, Third Person, Partial Controller Support, Online Co-Op, Fantasy, Exploration, Difficult, Action-Adventure, Action RPG, stats, Hack and Slash, Character Customization, Replay Value, JRPG, 3rd-Person Perspective, Souls-like, Hunting, Dinosaurs, Monsters, atmosphere",https://media.rawg.io/media/games/21c/21cc15d233117c6809ec86870559e105.jpg
3191,Mad Max,73,3.78,"Action, Adventure","Singleplayer, Multiplayer, Full controller support, Atmospheric, RPG, Open World, First-Person, Third Person, Exploration, Sandbox, Survival, Third-Person Shooter, War, Post-apocalyptic, Driving, movie-based",https://media.rawg.io/media/games/d7d/d7d33daa1892e2468cd0263d5dfc957e.jpg
480,Resident Evil 7: Biohazard,85,4.33,"Action, Shooter, Adventure","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, First-Person, Horror, FPS, Gore, Exploration, Classic, Survival, Violent, Action-Adventure, Zombies, Survival Horror, Cinematic, Memes, VR, Detective, America",https://media.rawg.io/media/games/cee/cee577e2097a59b77193fe2bce94667d.jpg
25,Middle-earth: Shadow of War,82,3.86,"Action, RPG","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich, Open World, Third Person, Fantasy, Gore, Violent, Stealth, Action RPG, Anime, Hack and Slash, War, In-App Purchases, Dark Fantasy, Medieval, Magic",https://media.rawg.io/media/games/21a/21ad672cedee9b4378abb6c2d2e626ee.jpg
613,Bastion,86,4.15,"Action, Adventure, RPG, Indie","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich, 2D, Fantasy, Steam Leaderboards, Action RPG, Controller, role-playing, Hack and Slash, Post-apocalyptic, controller support, Short, Colorful, Isometric, Music, Hand-drawn, Narration, Twin Stick Shooter, Dynamic Narration, Narrative",https://media.rawg.io/media/games/f99/f9979698c43fd84c3ab69280576dd3af.jpg
17576,Batman: Arkham City - Game of the Year Edition,91,4.4,"Action, Adventure","Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, Open World, Third Person, Partial Controller Support, Sandbox, Stealth, Action-Adventure, Controller, Cinematic, Beat 'em up, Metroidvania, Detective, 3D Vision, Comic Book, Superhero, Batman",https://media.rawg.io/media/games/c50/c5085506fe4b5e20fc7aa5ace842c20b.jpg
923,Titanfall 2,87,4.31,"Action, Shooter","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, First-Person, Sci-fi, FPS, Gore, Exploration, Violent, Action-Adventure, PvP, Cinematic, combat, Futuristic, Team-Based, RTS, Fast-Paced, Military, Parkour, Online PvP, Steam Trading Cards, Robots, Time Travel, Mechs, Hero Shooter, grappling-hook",https://media.rawg.io/media/games/569/56978b5a77f13aa2ec5d09ec81d01cad.jpg
10989,Paladins,78,3.08,"Action, Shooter","Steam Achievements, Multiplayer, steam-trading-cards, Co-op, cooperative, First-Person, Partial Controller Support, FPS, Online Co-Op, Fantasy, Funny, Survival, Free to Play, Online multiplayer, Early Access, PvP, Anime, In-App Purchases, Team-Based, Memes, MOBA",https://media.rawg.io/media/games/d2c/d2c74dacd89fd817c2deb625b01adb1a.jpg
9810,ARK: Survival Evolved,70,3.08,"Action, Adventure, RPG, Massively Multiplayer, Indie","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, RPG, Co-op, Open World, cooperative, First-Person, Sci-fi, Sandbox, Survival, Free to Play, Early Access, Steam Workshop, role-playing, Includes level editor, Crafting, Building, VR, Valve Anti-Cheat enabled, mmo, MMORPG, Base Building, Dragons, Dinosaurs",https://media.rawg.io/media/games/58a/58ac7f6569259dcc0b60b921869b19fc.jpg
3387,Bloodborne,92,4.41,"Action, RPG","Atmospheric, Story Rich, Third Person, Exploration, Character Customization, exclusive, Dark Fantasy, true exclusive",https://media.rawg.io/media/games/214/214b29aeff13a0ae6a70fc4426e85991.jpg
10065,Cities: Skylines,85,4.12,"Strategy, Simulation","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Great Soundtrack, Partial Controller Support, Funny, Sandbox, Steam Workshop, Includes level editor, Moddable, Family Friendly, Replay Value, Realistic, Building, Management, Real-Time with Pause, Resource Management, Economy, City Builder, Mod, Modern",https://media.rawg.io/media/games/25c/25c4776ab5723d5d735d8bf617ca12d9.jpg
3254,Journey,92,4.32,"Adventure, Family, Indie","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, Great Soundtrack, Co-op, Story Rich, cooperative, First-Person, Horror, FPS, Online Co-Op, Exploration, Classic, Free to Play, Action-Adventure, Family Friendly, Mystery, 3D, Multiple Endings, 3rd-Person Perspective, Music, Stylized, Masterpiece, Beautiful, calm, peaceful",https://media.rawg.io/media/games/baf/baf9905270314e07e6850cffdb51df41.jpg
13627,Undertale,92,4.35,"RPG, Indie","Singleplayer, Great Soundtrack, RPG, Story Rich, 2D, Horror, Funny, Comedy, Pixel Graphics, Dark, Retro, role-playing, Cute, Replay Value, Choices Matter, Memes, Multiple Endings, overlay, Bullet Hell, Dating Sim",https://media.rawg.io/media/games/ffe/ffed87105b14f5beff72ff44a7793fd5.jpg
17572,Batman: Arkham Asylum Game of the Year Edition,91,4.39,"Action, Adventure, Platformer","Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, Open World, Third Person, Partial Controller Support, Horror, Stealth, Action-Adventure, Controller, Beat 'em up, Metroidvania, Detective, 3D Vision, Comic Book, Superhero, Batman",https://media.rawg.io/media/games/fd8/fd882c8267a44621a0de6f9cec77ae90.jpg
9743,Unturned,0,2.74,"Action, Shooter","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, steam-trading-cards, Co-op, Open World, cooperative, First-Person, Horror, FPS, Online Co-Op, Sandbox, Survival, Free to Play, Online multiplayer, Early Access, stats, Steam Workshop, Zombies, Includes level editor, In-App Purchases, Post-apocalyptic, Crafting, VR, Valve Anti-Cheat enabled",https://media.rawg.io/media/games/18c/18ca24ed4b700668c36b11ebc35f3d23.jpg
45969,Warhammer: Vermintide 2,82,3.61,"Action, Indie","Co-op, cooperative, Online Co-Op, Gore, Violent, Games Workshop",https://media.rawg.io/media/games/5be/5bec14622f6faf804a592176577c1347.jpg
23585,Far Cry 5,80,3.72,"Action, Shooter","Singleplayer, Multiplayer, Atmospheric, steam-trading-cards, Co-op, Story Rich, Open World, cooperative, First-Person, Partial Controller Support, FPS, Exploration, Female Protagonist, Survival, Stealth, Includes level editor, Character Customization, Captions available, Memes, Illuminati, America, Hunting, microtransactions",https://media.rawg.io/media/games/bce/bce62fbc7cf74bf6a1a37340993ec148.jpg
13910,XCOM: Enemy Unknown,89,4.2,Strategy,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Sci-fi, Difficult, Tactical, Cross-Platform Multiplayer, Character Customization, Turn-Based, Replay Value, Futuristic, Isometric, Aliens, Turn-Based Strategy, Base Building, Turn-Based Tactics, Perma Death",https://media.rawg.io/media/games/238/2383a172b4d50a7b44e07980eb7141ea.jpg
13554,Fallout,0,4.21,RPG,"Singleplayer, Steam Cloud, Atmospheric, RPG, Open World, 2D, Sci-fi, Exploration, Difficult, Classic, Sandbox, Tactical, Retro, role-playing, Post-apocalyptic, Turn-Based, Isometric, Multiple Endings, 1990's, Turn-Based Combat, CRPG, gameplay feature: multiple endings, gameplay feature: drug addiction, gameplay feature: gambling, gameplay feature: karma meter, gameplay feature: radiation / radioactive poisoning, gameplay feature: targeting system, wasteland universe, weapon: minigun, fallout games, game feature: hexagonal map, gameplay feature: auto-mapping, gameplay feature: character development - skill distribution, gameplay feature: day / night cycle",https://media.rawg.io/media/games/14a/14a83c56ff668baaced6e8c8704b6391.jpg
1416,Mafia II,77,4.25,"Action, Shooter","Singleplayer, Steam Achievements, Multiplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, Open World, Third Person, Partial Controller Support, Classic, Sandbox, Third-Person Shooter, Nudity, Crime, Driving, 3D Vision, Music, America",https://media.rawg.io/media/games/9e5/9e5b274c7e3aa5e30beba31b834b0e7e.jpg
18240,Brothers: A Tale of Two Sons,90,4.18,"Action, Adventure, Indie","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, Great Soundtrack, Story Rich, 2D, Third Person, Fantasy, Survival, Local Co-Op, Controller, controller support, Short, Colorful, Turn-Based Strategy, Walking Simulator, Top-Down, Linear, 3D Vision, Stylized, Drama, Hand-drawn, Turn-Based Tactics, Lore-Rich, Puzzle Platformer, Grid-Based Movement, solitaire, Foreign, Faith, Sokoban",https://media.rawg.io/media/games/b6b/b6b20bfc4b34e312dbc8aac53c95a348.jpg
3687,Watch Dogs,77,3.6,"Action, Adventure","Singleplayer, Multiplayer, Atmospheric, RPG, Co-op, Open World, cooperative, Third Person, Partial Controller Support, FPS, Sandbox, Stealth, Third-Person Shooter, Futuristic, Parkour, Driving, Hacking, first person mod",https://media.rawg.io/media/games/879/879c930f9c6787c920153fa2df452eb3.jpg
2743,Heavy Rain,80,4.12,"Action, Adventure","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Story Rich, Third Person, Comedy, Violent, Nudity, Mystery, Choices Matter, Cinematic, Memes, Sexual Content, Multiple Endings, Detective, Drama, Narration, Emotional, Interactive Fiction, Investigation, Dynamic Narration",https://media.rawg.io/media/games/0af/0af85e8edddfa55368e47c539914a220.jpg
51329,Shadow of the Tomb Raider,78,3.92,"Action, Adventure","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, Third Person, Gore, Exploration, Female Protagonist, Survival, Violent, Stealth, Action-Adventure, Dark, Lara Croft",https://media.rawg.io/media/games/7f6/7f6cd70ba2ad57053b4847c13569f2d8.jpg
50734,Sekiro: Shadows Die Twice,90,4.38,"Action, RPG","Singleplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, Open World, Third Person, Partial Controller Support, Exploration, Difficult, Violent, Stealth, Action-Adventure, Action RPG, Nudity, Dark Fantasy, Memes, Sexual Content, JRPG, 3rd-Person Perspective, Assassin, Souls-like, Ninja",https://media.rawg.io/media/games/67f/67f62d1f062a6164f57575e0604ee9f6.jpg
1450,INSIDE,87,4.38,"Action, Adventure, Indie, Puzzle, Platformer","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, Sci-fi, Horror, Stealth, Dark, controller support, Mystery, Short, Dystopian, achievements, Puzzle-Platformer, 2.5D, european, Oyun Kumandası Desteği, Steam Başarımları, Tek Oyunculu",https://media.rawg.io/media/games/d5a/d5a24f9f71315427fa6e966fdd98dfa6.jpg
5525,Brutal Legend,80,3.64,"Action, Strategy","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Open World, Third Person, Fantasy, Funny, Comedy, Action-Adventure, Action RPG, Hack and Slash, controller support, RTS, Beat 'em up, Music, Gothic, Real time strategy",https://media.rawg.io/media/games/af7/af7a831001c5c32c46e950cc883b8cb7.jpg
28201,Metro Exodus,81,4.17,"Action, Shooter","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, First-Person, Sci-fi, Horror, FPS, Gore, Exploration, Survival, Violent, Stealth, Survival Horror, Post-apocalyptic, Crafting, Cinematic, steam, category, meat, russia",https://media.rawg.io/media/games/152/152e788b7504aa2753c86dae912fb34c.jpg
28179,SEGA Mega Drive and Genesis Classics,76,2.98,"Action, Adventure, RPG, Fighting, Platformer","Singleplayer, Multiplayer, Full controller support, RPG, Co-op, cooperative, 2D, Local Co-Op, Retro, Steam Workshop, VR, Beat 'em up",https://media.rawg.io/media/games/0fd/0fd84d36596a83ef2e5a35f63a072218.jpg
2361,Psychonauts,87,4.05,"Action, Platformer","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Great Soundtrack, Story Rich, Third Person, Partial Controller Support, Funny, Exploration, Classic, Comedy, Action-Adventure, Cute, 3D, 3D Vision, Surreal, 3D Platformer, Cartoony, Cult Classic, Psychological",https://media.rawg.io/media/games/c89/c89ca70716080733d03724277df2c6c7.jpg
